                wave       xi      mxi                   q    g_L7_XI4_Q1_NQ51_NX5_NPHI10_NP52    g_L7_XI4_Q1_NQ51_NX5_NPHI15_NP52    g_L7_XI4_Q1_NQ51_NX5_NPHI20_NP52    q_L7_XI4_Q1_NQ51_NX5_NPHI10_NP52    q_L7_XI4_Q1_NQ51_NX5_NPHI15_NP52    q_L7_XI4_Q1_NQ51_NX5_NPHI20_NP52
ich-n3lo-cut=1+empot        1        0        0.9600000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=1+empot        1        0        0.9800000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=1+empot        1        0        1.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=1+empot        2        0        0.0000000000                       -2.2822236961                       -4.1587426074                       -4.5240388669                        0.3004580962                        0.5191124204                        0.5838579831
ich-n3lo-cut=1+empot        2        0        0.0200000000                       -2.3224364546                       -4.1977949570                       -4.5626789141                        0.3060077611                        0.5244644709                        0.5891339384
ich-n3lo-cut=1+empot        2        0        0.0400000000                       -2.4429481776                       -4.3148314378                       -4.6784808525                        0.3226434723                        0.5405081448                        0.6049496665
ich-n3lo-cut=1+empot        2        0        0.0600000000                       -2.6433798817                       -4.5094909702                       -4.8710906757                        0.3503254508                        0.5672060745                        0.6312688169
ich-n3lo-cut=1+empot        2        0        0.0800000000                       -2.9231021706                       -4.7811738335                       -5.1399203815                        0.3889876372                        0.6044961986                        0.6680310139
ich-n3lo-cut=1+empot        2        0        0.1000000000                       -3.2812385749                       -5.1290447614                       -5.4841509626                        0.4385380469                        0.6522920867                        0.7151521680
ich-n3lo-cut=1+empot        2        0        0.1200000000                       -3.7166701819                       -5.5520372344                       -5.9027365557                        0.4988592627                        0.7104833887                        0.7725249066
ich-n3lo-cut=1+empot        2        0        0.1400000000                       -4.2280415084                       -6.0488589271                       -6.3944097058                        0.5698090592                        0.7789364063                        0.8400191210
ich-n3lo-cut=1+empot        2        0        0.1600000000                       -4.8137675597                       -6.6179982584                       -6.9576877004                        0.6512211534                        0.8574947779                        0.9174826242
ich-n3lo-cut=1+empot        2        0        0.1800000000                       -5.4720420067                       -7.2577319832                       -7.5908799110                        0.7429060726                        0.9459802735                        1.0047419116
ich-n3lo-cut=1+empot        2        0        0.2000000000                       -6.2008464019                       -7.9661337547                       -8.2920960774                        0.8446521329                        1.0441936899                        1.1016030208
ich-n3lo-cut=1+empot        2        0        0.2200000000                       -6.9979603486                       -8.7410835787                       -9.0592554581                        0.9562265171                        1.1519158376                        1.2078524783
ich-n3lo-cut=1+empot        2        0        0.2400000000                       -7.8609725294                       -9.5802780761                       -9.8900967672                        1.0773764426                        1.2689086123                        1.3232583281
ich-n3lo-cut=1+empot        2        0        0.2600000000                       -8.7872924939                      -10.4812414609                      -10.7821888107                        1.2078304088                        1.3949161386                        1.4475712301
ich-n3lo-cut=1+empot        2        0        0.2800000000                       -9.7741631027                      -11.4413371424                      -11.7329417318                        1.3472995114                        1.5296659777                        1.5805256214
ich-n3lo-cut=1+empot        2        0        0.3000000000                      -10.8186735195                      -12.4577798516                      -12.7396187732                        1.4954788135                        1.6728703880                        1.7218409277
ich-n3lo-cut=1+empot        2        0        0.3200000000                      -11.9177726446                      -13.5276481951                      -13.7993484612                        1.6520487601                        1.8242276276                        1.8712228172
ich-n3lo-cut=1+empot        2        0        0.3400000000                      -13.0682828811                      -14.6478975367                      -14.9091371171                        1.8166766260                        1.9834232890                        2.0283644858
ich-n3lo-cut=1+empot        2        0        0.3600000000                      -14.2669141266                      -15.8153731091                      -16.0658816021                        1.9890179846                        2.1501316550                        2.1929479638
ich-n3lo-cut=1+empot        2        0        0.3800000000                      -15.5102778866                      -17.0268232600                      -17.2663822028                        2.1687181854                        2.3240170658                        2.3646454344
ich-n3lo-cut=1+empot        2        0        0.4000000000                      -16.7949014090                      -18.2789127401                      -18.5073555699                        2.3554138324                        2.5047352875                        2.5431205550
ich-n3lo-cut=1+empot        2        0        0.4200000000                      -18.1172417438                      -19.5682359438                      -19.7854476230                        2.5487342494                        2.6919348724                        2.7280297715
ich-n3lo-cut=1+empot        2        0        0.4400000000                      -19.4736996373                      -20.8913300194                      -21.0972463403                        2.7483029255                        2.8852585027                        2.9190236186
ich-n3lo-cut=1+empot        2        0        0.4600000000                      -20.8606331777                      -22.2446877706                      -22.4392943597                        2.9537389306                        3.0843443095                        3.1157479968
ich-n3lo-cut=1+empot        2        0        0.4800000000                      -22.2743711140                      -23.6247702763                      -23.8081013182                        3.1646582924                        3.2888271590                        3.3178454192
ich-n3lo-cut=1+empot        2        0        0.5000000000                      -23.7112257788                      -25.0280191641                      -25.2001558682                        3.3806753295                        3.4983398994                        3.5249562227
ich-n3lo-cut=1+empot        2        0        0.5200000000                      -25.1675055536                      -26.4508684780                      -26.6119373106                        3.6014039314                        3.7125145633                        3.7367197365
ich-n3lo-cut=1+empot        2        0        0.5400000000                      -26.6395268205                      -27.8897560877                      -28.0399267966                        3.8264587825                        3.9309835185                        3.9527754027
ich-n3lo-cut=1+empot        2        0        0.5600000000                      -28.1236253559                      -29.3411345962                      -29.4806180512                        4.0554565231                        4.1533805650                        4.1727638456
ich-n3lo-cut=1+empot        2        0        0.5800000000                      -29.6161671252                      -30.8014817062                      -30.9305275819                        4.2880168461                        4.3793419725                        4.3963278858
ich-n3lo-cut=1+empot        2        0        0.6000000000                      -31.1135584496                      -32.2673100155                      -32.3862043425                        4.5237635233                        4.6085074564                        4.6231134952
ich-n3lo-cut=1+empot        2        0        0.6200000000                      -32.6122555191                      -33.7351762161                      -33.8442388250                        4.7623253621                        4.8405210905                        4.8527706915
ich-n3lo-cut=1+empot        2        0        0.6400000000                      -34.1087732360                      -35.2016896794                      -35.3012715633                        5.0033370892                        5.0750321534                        5.0849543707
ich-n3lo-cut=1+empot        2        0        0.6600000000                      -35.5996933789                      -36.6635204164                      -36.7540010345                        5.2464401610                        5.3116959089                        5.3193250761
ich-n3lo-cut=1+empot        2        0        0.6800000000                      -37.0816720816                      -38.1174064049                      -38.1991909510                        5.4912835013                        5.5501743200                        5.5555497031
ich-n3lo-cut=1+empot        2        0        0.7000000000                      -38.5514466296                      -39.5601602846                      -39.6336769419                        5.7375241659                        5.7901366959                        5.7933021407
ich-n3lo-cut=1+empot        2        0        0.7200000000                      -40.0058415814                      -40.9886754230                      -41.0543726243                        5.9848279358                        6.0312602737                        6.0322638506
ich-n3lo-cut=1+empot        2        0        0.7400000000                      -41.4417742229                      -42.3999313601                      -42.4582750738                        6.2328698403                        6.2732307353                        6.2721243825
ich-n3lo-cut=1+empot        2        0        0.7600000000                      -42.8562593745                      -43.7909986443                      -43.8424697021                        6.4813346118                        6.5157426615                        6.5125818307
ich-n3lo-cut=1+empot        2        0        0.7800000000                      -44.2464135653                      -45.1590430754                      -45.2041345577                        6.7299170754                        6.7584999251                        6.7533432304
ich-n3lo-cut=1+empot        2        0        0.8000000000                      -45.6094585998                      -46.5013293720                      -46.5405440647                        6.9783224743                        7.0012160253                        6.9941248976
ich-n3lo-cut=1+empot        2        0        0.8200000000                      -46.9427245390                      -47.8152242851                      -47.8490722206                        7.2262667361                        7.2436143654                        7.2346527146
ich-n3lo-cut=1+empot        2        0        0.8400000000                      -48.2436521235                      -49.0981991805                      -49.1271952731                        7.4734766814                        7.4854284772                        7.4746623630
ich-n3lo-cut=1+empot        2        0        0.8600000000                      -49.5097946666                      -50.3478321143                      -50.3724938993                        7.7196901780                        7.7264021943                        7.7138995071
ich-n3lo-cut=1+empot        2        0        0.8800000000                      -50.7388194455                      -51.5618094285                      -51.5826549123                        7.9646562456                        7.9662897778                        7.9521199311
ich-n3lo-cut=1+empot        2        0        0.9000000000                      -51.9285086223                      -52.7379268916                      -52.7554725196                        8.2081351121                        8.2048559966                        8.1890896316
ich-n3lo-cut=1+empot        2        0        0.9200000000                      -53.0767597233                      -53.8740904138                      -53.8888491595                        8.4498982264                        8.4418761662                        8.4245848695
ich-n3lo-cut=1+empot        2        0        0.9400000000                      -54.1815857091                      -54.9683163624                      -54.9807959426                        8.6897282316                        8.6771361483                        8.6583921831
ich-n3lo-cut=1+empot        2        0        0.9600000000                      -55.2411146641                      -56.0187315069                      -56.0294327241                        8.9274188993                        8.9104323149                        8.8903083667
ich-n3lo-cut=1+empot        2        0        0.9800000000                      -56.2535891371                      -57.0235726205                      -57.0329878335                        9.1627750322                        9.1415714792                        9.1201404158
ich-n3lo-cut=1+empot        2        0        1.0000000000                      -57.2173651611                      -57.9811857647                      -57.9897974883                        9.3956123344                        9.3703707968                        9.3477054433
ich-n3lo-cut=2+empot        0        0        0.0000000000                     -198.9811298057                     -199.2480582265                     -199.2622240874                        6.3292437564                        6.3818672917                        6.3886284098
ich-n3lo-cut=2+empot        0        0        0.0200000000                     -198.9837189320                     -199.2504477151                     -199.2645696209                        6.3304483785                        6.3830388241                        6.3897905000
ich-n3lo-cut=2+empot        0        0        0.0400000000                     -198.9914571074                     -199.2575878784                     -199.2715781996                        6.3340592587                        6.3865505578                        6.3932739500
ich-n3lo-cut=2+empot        0        0        0.0600000000                     -199.0042568703                     -199.2693939513                     -199.2831658969                        6.3400674532                        6.3923939171                        6.3990703117
ich-n3lo-cut=2+empot        0        0        0.0800000000                     -199.0219729477                     -199.2857251300                     -199.2991932983                        6.3484581059                        6.4005546559                        6.4071655511
ich-n3lo-cut=2+empot        0        0        0.1000000000                     -199.0444029941                     -199.3063852752                     -199.3194661914                        6.3592105236                        6.4110129283                        6.4175401164
ich-n3lo-cut=2+empot        0        0        0.1200000000                     -199.0712886173                     -199.3311238873                     -199.3437365230                        6.3722982797                        6.4237433861                        6.4301690333
ich-n3lo-cut=2+empot        0        0        0.1400000000                     -199.1023166795                     -199.3596373447                     -199.3717036156                        6.3876893460                        6.4387153019                        6.4450220257
ich-n3lo-cut=2+empot        0        0        0.1600000000                     -199.1371208645                     -199.3915703944                     -199.4030156311                        6.4053462513                        6.4558927183                        6.4620636601
ich-n3lo-cut=2+empot        0        0        0.1800000000                     -199.1752834935                     -199.4265178821                     -199.4372712699                        6.4252262650                        6.4752346199                        6.4812535147
ich-n3lo-cut=2+empot        0        0        0.2000000000                     -199.2163375765                     -199.4640267054                     -199.4740216901                        6.4472816043                        6.4966951282                        6.5025463685
ich-n3lo-cut=2+empot        0        0        0.2200000000                     -199.2597690784                     -199.5035979745                     -199.5127726311                        6.4714596626                        6.5202237158                        6.5258924115
ich-n3lo-cut=2+empot        0        0        0.2400000000                     -199.3050193820                     -199.5446893616                     -199.5529867224                        6.4977032577                        6.5457654403                        6.5512374722
ich-n3lo-cut=2+empot        0        0        0.2600000000                     -199.3514879264                     -199.5867176187                     -199.5940859605                        6.5259508974                        6.5732611937                        6.5785232620
ich-n3lo-cut=2+empot        0        0        0.2800000000                     -199.3985349984                     -199.6290612454                     -199.6354543321                        6.5561370591                        6.6026479664                        6.6076876327
ich-n3lo-cut=2+empot        0        0        0.3000000000                     -199.4454846555                     -199.6710632834                     -199.6764405645                        6.5881924835                        6.6338591234                        6.6386648470
ich-n3lo-cut=2+empot        0        0        0.3200000000                     -199.4916277566                     -199.7120342170                     -199.7163609811                        6.6220444770                        6.6668246904                        6.6713858582
ich-n3lo-cut=2+empot        0        0        0.3400000000                     -199.5362250776                     -199.7512549590                     -199.7545024422                        6.6576172228                        6.7014716478                        6.7057785976
ich-n3lo-cut=2+empot        0        0        0.3600000000                     -199.5785104897                     -199.7879798986                     -199.7901253482                        6.6948320973                        6.7377242296                        6.7417682677
ich-n3lo-cut=2+empot        0        0        0.3800000000                     -199.6176941768                     -199.8214399920                     -199.8224666862                        6.7336079896                        6.7755042262                        6.7792776388
ich-n3lo-cut=2+empot        0        0        0.4000000000                     -199.6529658714                     -199.8508458733                     -199.8507430994                        6.7738616213                        6.8147312883                        6.8182273468
ich-n3lo-cut=2+empot        0        0        0.4200000000                     -199.6834980876                     -199.8753909677                     -199.8741539594                        6.8155078660                        6.8553232303                        6.8585361906
ich-n3lo-cut=2+empot        0        0        0.4400000000                     -199.7084493314                     -199.8942545869                     -199.8918844230                        6.8584600650                        6.8971963306                        6.9001214275
ich-n3lo-cut=2+empot        0        0        0.4600000000                     -199.7269672695                     -199.9066049894                     -199.9031084564                        6.9026303378                        6.9402656277                        6.9428990635
ich-n3lo-cut=2+empot        0        0        0.4800000000                     -199.7381918404                     -199.9116023890                     -199.9069918109                        6.9479298856                        6.9844452107                        6.9867841391
ich-n3lo-cut=2+empot        0        0        0.5000000000                     -199.7412582902                     -199.9084018965                     -199.9026949335                        6.9942692873                        7.0296485015                        7.0316910073
ich-n3lo-cut=2+empot        0        0        0.5200000000                     -199.7353001208                     -199.8961563810                     -199.8893758006                        7.0415587843                        7.0757885289                        7.0775336030
ich-n3lo-cut=2+empot        0        0        0.5400000000                     -199.7194519365                     -199.8740192371                     -199.8661926613                        7.0897085549                        7.1227781921                        7.1242257029
ich-n3lo-cut=2+empot        0        0        0.5600000000                     -199.6928521783                     -199.8411470494                     -199.8323066800                        7.1386289771                        7.1705305137                        7.1716811751
ich-n3lo-cut=2+empot        0        0        0.5800000000                     -199.6546457362                     -199.7967021428                     -199.7868844687                        7.1882308774                        7.2189588797                        7.2198142167
ich-n3lo-cut=2+empot        0        0        0.6000000000                     -199.6039864320                     -199.7398550115                     -199.7291005015                        7.2384257662                        7.2679772686                        7.2685395792
ich-n3lo-cut=2+empot        0        0        0.6200000000                     -199.5400393660                     -199.6697866201                     -199.6581394035                        7.2891260595                        7.3175004653                        7.3177727812
ich-n3lo-cut=2+empot        0        0        0.6400000000                     -199.4619831221                     -199.5856905720                     -199.5731981106                        7.3402452848                        7.3674442627                        7.3674303079
ich-n3lo-cut=2+empot        0        0        0.6600000000                     -199.3690118284                     -199.4867751405                     -199.4734878943                        7.3916982734                        7.4177256489                        7.4174297971
ich-n3lo-cut=2+empot        0        0        0.6800000000                     -199.2603370709                     -199.3722651607                     -199.3582362512                        7.4434013362                        7.4682629803                        7.4676902109
ich-n3lo-cut=2+empot        0        0        0.7000000000                     -199.1351896593                     -199.2414037801                     -199.2266886528                        7.4952724254                        7.5189761407                        7.5181319943
ich-n3lo-cut=2+empot        0        0        0.7200000000                     -198.9928212441                     -199.0934540690                     -199.0781101574                        7.5472312812                        7.5697866861                        7.5686772199
ich-n3lo-cut=2+empot        0        0        0.7400000000                     -198.8325057882                     -198.9277004889                     -198.9117868839                        7.5991995631                        7.6206179756                        7.6192497185
ich-n3lo-cut=2+empot        0        0        0.7600000000                     -198.6535408927                     -198.7434502232                     -198.7270273475                        7.6511009675                        7.6713952889                        7.6697751971
ich-n3lo-cut=2+empot        0        0        0.7800000000                     -198.4552489811                     -198.5400343706                     -198.5231636621                        7.7028613310                        7.7220459302                        7.7201813430
ich-n3lo-cut=2+empot        0        0        0.8000000000                     -198.2369783458                     -198.3168090049                     -198.2995526100                        7.7544087200                        7.7724993194                        7.7703979159
ich-n3lo-cut=2+empot        0        0        0.8200000000                     -197.9981040589                     -198.0731561056                     -198.0555765830                        7.8056735073                        7.8226870702                        7.8203568272
ich-n3lo-cut=2+empot        0        0        0.8400000000                     -197.7380287557                     -197.8084843617                     -197.7906443997                        7.8565884365                        7.8725430574                        7.8699922081
ich-n3lo-cut=2+empot        0        0        0.8600000000                     -197.4561832920                     -197.5222298554                     -197.5041920021                        7.9070886742                        7.9220034713                        7.9192404655
ich-n3lo-cut=2+empot        0        0        0.8800000000                     -197.1520272838                     -197.2138566294                     -197.1956830377                        7.9571118509                        7.9710068624                        7.9680403280
ich-n3lo-cut=2+empot        0        0        0.9000000000                     -196.8250495332                     -196.8828571433                     -196.8646093310                        8.0065980916                        8.0194941751                        8.0163328813
ich-n3lo-cut=2+empot        0        0        0.9200000000                     -196.4747683475                     -196.5287526249                     -196.5104912508                        8.0554900361                        8.0674087720                        8.0640615942
ich-n3lo-cut=2+empot        0        0        0.9400000000                     -196.1007317573                     -196.1510933218                     -196.1328779773                        8.1037328502                        8.1146964491                        8.1111723355
ich-n3lo-cut=2+empot        0        0        0.9600000000                     -195.7025176391                     -195.7494586592                     -195.7313476767                        8.1512742284                        8.1613054425                        8.1576133824
ich-n3lo-cut=2+empot        0        0        0.9800000000                     -195.2797337492                     -195.3234573093                     -195.3055075867                        8.1980643883                        8.2071864271                        8.2033354213
ich-n3lo-cut=2+empot        0        0        1.0000000000                     -194.8320176753                     -194.8727271785                     -194.8549940199                        8.2440560578                        8.2522925084                        8.2482915409
ich-n3lo-cut=2+empot        1        0        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=2+empot        1        0        0.0200000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=2+empot        1        0        0.0400000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=2+empot        1        0        0.0600000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=2+empot        1        0        0.0800000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=2+empot        1        0        0.1000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=2+empot        1        0        0.1200000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=2+empot        1        0        0.1400000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=2+empot        1        0        0.1600000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=2+empot        1        0        0.1800000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=2+empot        1        0        0.2000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=2+empot        1        0        0.2200000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=2+empot        1        0        0.2400000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=2+empot        1        0        0.2600000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=2+empot        1        0        0.2800000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=2+empot        1        0        0.3000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=2+empot        1        0        0.3200000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=2+empot        1        0        0.3400000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=2+empot        1        0        0.3600000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=2+empot        1        0        0.3800000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=2+empot        1        0        0.4000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=2+empot        1        0        0.4200000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=2+empot        1        0        0.4400000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=2+empot        1        0        0.4600000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=2+empot        1        0        0.4800000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=2+empot        1        0        0.5000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=2+empot        1        0        0.5200000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=2+empot        1        0        0.5400000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=2+empot        1        0        0.5600000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=2+empot        1        0        0.5800000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=2+empot        1        0        0.6000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=2+empot        1        0        0.6200000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=2+empot        1        0        0.6400000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=2+empot        1        0        0.6600000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=2+empot        1        0        0.6800000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=2+empot        1        0        0.7000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=2+empot        1        0        0.7200000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=2+empot        1        0        0.7400000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=2+empot        1        0        0.7600000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=2+empot        1        0        0.7800000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=2+empot        1        0        0.8000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=2+empot        1        0        0.8200000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=2+empot        1        0        0.8400000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=2+empot        1        0        0.8600000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=2+empot        1        0        0.8800000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=2+empot        1        0        0.9000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=2+empot        1        0        0.9200000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=2+empot        1        0        0.9400000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=2+empot        1        0        0.9600000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=2+empot        1        0        0.9800000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=2+empot        1        0        1.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n3lo-cut=2+empot        2        0        0.0000000000                       -1.1154365822                       -4.0129685605                       -4.6745473425                        0.1696121927                        0.5101748092                        0.6223531072
ich-n3lo-cut=2+empot        2        0        0.0200000000                       -1.1525340235                       -4.0488571430                       -4.7099882769                        0.1749255663                        0.5153083978                        0.6274146567
ich-n3lo-cut=2+empot        2        0        0.0400000000                       -1.2637050366                       -4.1564069245                       -4.8161972669                        0.1908529003                        0.5306970785                        0.6425875189
ich-n3lo-cut=2+empot        2        0        0.0600000000                       -1.4485863365                       -4.3352706120                       -4.9928334589                        0.2173559032                        0.5563046600                        0.6678363958
ich-n3lo-cut=2+empot        2        0        0.0800000000                       -1.7065746018                       -4.5848713936                       -5.2393307123                        0.2543709847                        0.5920710336                        0.7031026601
ich-n3lo-cut=2+empot        2        0        0.1000000000                       -2.0368296834                       -4.9044059339                       -5.5549005031                        0.3018095959                        0.6379124875                        0.7483046570
ich-n3lo-cut=2+empot        2        0        0.1200000000                       -2.4382790505                       -5.2928485258                       -5.9385359494                        0.3595587015                        0.6937221413                        0.8033381229
ich-n3lo-cut=2+empot        2        0        0.1400000000                       -2.9096234327                       -5.7489563602                       -6.3890169221                        0.4274813780                        0.7593704977                        0.8680767162
